,DATE,Year,Month,Day,Employment
1232,1943-09-22,1943,9,22,42803.454545454544
1233,1943-09-23,1943,9,23,42806.818181818184
1234,1943-09-24,1943,9,24,42810.181818181816
1235,1943-09-27,1943,9,27,42813.545454545456
1236,1943-09-28,1943,9,28,42816.90909090909
1237,1943-09-29,1943,9,29,42820.27272727273
1238,1943-09-30,1943,9,30,42823.63636363636
1239,1943-10-01,1943,10,1,42827.0
1240,1943-10-04,1943,10,4,42832.619047619046
1241,1943-10-05,1943,10,5,42838.23809523809
1242,1943-10-06,1943,10,6,42843.857142857145
1243,1943-10-07,1943,10,7,42849.47619047619
1244,1943-10-08,1943,10,8,42855.09523809524
1245,1943-10-11,1943,10,11,42860.71428571428
1246,1943-10-12,1943,10,12,42866.333333333336
1247,1943-10-13,1943,10,13,42871.95238095238
1248,1943-10-14,1943,10,14,42877.57142857143
1249,1943-10-15,1943,10,15,42883.19047619047
1250,1943-10-18,1943,10,18,42888.80952380953
1251,1943-10-19,1943,10,19,42894.42857142857
1252,1943-10-20,1943,10,20,42900.04761904762
1253,1943-10-21,1943,10,21,42905.666666666664
1254,1943-10-22,1943,10,22,42911.28571428572
1255,1943-10-25,1943,10,25,42916.90476190476
1256,1943-10-26,1943,10,26,42922.52380952381
1257,1943-10-27,1943,10,27,42928.142857142855
1258,1943-10-28,1943,10,28,42933.76190476191
1259,1943-10-29,1943,10,29,42939.380952380954
1260,1943-11-01,1943,11,1,42945.0
1261,1943-11-02,1943,11,2,42954.454545454544
1262,1943-11-03,1943,11,3,42963.90909090909
1263,1943-11-04,1943,11,4,42973.36363636364
1264,1943-11-05,1943,11,5,42982.818181818184
1265,1943-11-08,1943,11,8,42992.27272727273
1266,1943-11-09,1943,11,9,43001.72727272727
1267,1943-11-10,1943,11,10,43011.181818181816
1268,1943-11-11,1943,11,11,43020.63636363636
1269,1943-11-12,1943,11,12,43030.09090909091
1270,1943-11-15,1943,11,15,43039.545454545456
1271,1943-11-16,1943,11,16,43049.0
1272,1943-11-17,1943,11,17,43058.454545454544
1273,1943-11-18,1943,11,18,43067.90909090909
1274,1943-11-19,1943,11,19,43077.36363636364
1275,1943-11-22,1943,11,22,43086.818181818184
1276,1943-11-23,1943,11,23,43096.27272727273
1277,1943-11-24,1943,11,24,43105.72727272727
1278,1943-11-25,1943,11,25,43115.181818181816
1279,1943-11-26,1943,11,26,43124.63636363636
1280,1943-11-29,1943,11,29,43134.09090909091
1281,1943-11-30,1943,11,30,43143.545454545456
1282,1943-12-01,1943,12,1,43153.0
1283,1943-12-02,1943,12,2,43108.739130434784
1284,1943-12-03,1943,12,3,43064.47826086957
1285,1943-12-06,1943,12,6,43020.217391304344
1286,1943-12-07,1943,12,7,42975.95652173913
1287,1943-12-08,1943,12,8,42931.69565217391
1288,1943-12-09,1943,12,9,42887.434782608696
1289,1943-12-10,1943,12,10,42843.17391304348
1290,1943-12-13,1943,12,13,42798.913043478264
1291,1943-12-14,1943,12,14,42754.65217391304
1292,1943-12-15,1943,12,15,42710.391304347824
1293,1943-12-16,1943,12,16,42666.13043478261
1294,1943-12-17,1943,12,17,42621.86956521739
1295,1943-12-20,1943,12,20,42577.608695652176
1296,1943-12-21,1943,12,21,42533.34782608696
1297,1943-12-22,1943,12,22,42489.086956521736
1298,1943-12-23,1943,12,23,42444.82608695652
1299,1943-12-24,1943,12,24,42400.565217391304
1300,1943-12-27,1943,12,27,42356.30434782609
1301,1943-12-28,1943,12,28,42312.04347826087
1302,1943-12-29,1943,12,29,42267.782608695656
1303,1943-12-30,1943,12,30,42223.52173913043
1304,1943-12-31,1943,12,31,42179.260869565216
1305,1944-01-03,1944,1,3,42135.0
1306,1944-01-04,1944,1,4,42132.142857142855
1307,1944-01-05,1944,1,5,42129.28571428572
1308,1944-01-06,1944,1,6,42126.42857142857
1309,1944-01-07,1944,1,7,42123.57142857143
1310,1944-01-10,1944,1,10,42120.71428571428
1311,1944-01-11,1944,1,11,42117.857142857145
1312,1944-01-12,1944,1,12,42115.0
1313,1944-01-13,1944,1,13,42112.142857142855
1314,1944-01-14,1944,1,14,42109.28571428572
1315,1944-01-17,1944,1,17,42106.42857142857
1316,1944-01-18,1944,1,18,42103.57142857143
1317,1944-01-19,1944,1,19,42100.71428571428
1318,1944-01-20,1944,1,20,42097.857142857145
1319,1944-01-21,1944,1,21,42095.0
1320,1944-01-24,1944,1,24,42092.142857142855
1321,1944-01-25,1944,1,25,42089.28571428572
1322,1944-01-26,1944,1,26,42086.42857142857
1323,1944-01-27,1944,1,27,42083.57142857143
1324,1944-01-28,1944,1,28,42080.71428571428
1325,1944-01-31,1944,1,31,42077.857142857145
1326,1944-02-01,1944,2,1,42075.0
1327,1944-02-02,1944,2,2,42075.04761904762
1328,1944-02-03,1944,2,3,42075.09523809524
1329,1944-02-04,1944,2,4,42075.142857142855
1330,1944-02-07,1944,2,7,42075.19047619047
1331,1944-02-08,1944,2,8,42075.23809523809
1332,1944-02-09,1944,2,9,42075.28571428572
1333,1944-02-10,1944,2,10,42075.333333333336
1334,1944-02-11,1944,2,11,42075.380952380954
1335,1944-02-14,1944,2,14,42075.42857142857
1336,1944-02-15,1944,2,15,42075.47619047619
1337,1944-02-16,1944,2,16,42075.52380952381
1338,1944-02-17,1944,2,17,42075.57142857143
1339,1944-02-18,1944,2,18,42075.619047619046
1340,1944-02-21,1944,2,21,42075.666666666664
1341,1944-02-22,1944,2,22,42075.71428571428
1342,1944-02-23,1944,2,23,42075.76190476191
1343,1944-02-24,1944,2,24,42075.80952380953
1344,1944-02-25,1944,2,25,42075.857142857145
1345,1944-02-28,1944,2,28,42075.90476190476
1346,1944-02-29,1944,2,29,42075.95238095238
1347,1944-03-01,1944,3,1,42076.0
1348,1944-03-02,1944,3,2,42071.95652173913
1349,1944-03-03,1944,3,3,42067.913043478264
1350,1944-03-06,1944,3,6,42063.86956521739
1351,1944-03-07,1944,3,7,42059.82608695652
1352,1944-03-08,1944,3,8,42055.782608695656
1353,1944-03-09,1944,3,9,42051.739130434784
1354,1944-03-10,1944,3,10,42047.69565217391
1355,1944-03-13,1944,3,13,42043.65217391304
1356,1944-03-14,1944,3,14,42039.608695652176
1357,1944-03-15,1944,3,15,42035.565217391304
1358,1944-03-16,1944,3,16,42031.52173913043
1359,1944-03-17,1944,3,17,42027.47826086957
1360,1944-03-20,1944,3,20,42023.434782608696
1361,1944-03-21,1944,3,21,42019.391304347824
1362,1944-03-22,1944,3,22,42015.34782608696
1363,1944-03-23,1944,3,23,42011.30434782609
1364,1944-03-24,1944,3,24,42007.260869565216
1365,1944-03-27,1944,3,27,42003.217391304344
1366,1944-03-28,1944,3,28,41999.17391304348
1367,1944-03-29,1944,3,29,41995.13043478261
1368,1944-03-30,1944,3,30,41991.086956521736
1369,1944-03-31,1944,3,31,41987.04347826087
1370,1944-04-03,1944,4,3,41983.0
1371,1944-04-04,1944,4,4,41981.4
1372,1944-04-05,1944,4,5,41979.8
1373,1944-04-06,1944,4,6,41978.2
1374,1944-04-07,1944,4,7,41976.6
1375,1944-04-10,1944,4,10,41975.0
1376,1944-04-11,1944,4,11,41973.4
1377,1944-04-12,1944,4,12,41971.8
1378,1944-04-13,1944,4,13,41970.2
1379,1944-04-14,1944,4,14,41968.6
1380,1944-04-17,1944,4,17,41967.0
1381,1944-04-18,1944,4,18,41965.4
1382,1944-04-19,1944,4,19,41963.8
1383,1944-04-20,1944,4,20,41962.2
1384,1944-04-21,1944,4,21,41960.6
1385,1944-04-24,1944,4,24,41959.0
1386,1944-04-25,1944,4,25,41957.4
1387,1944-04-26,1944,4,26,41955.8
1388,1944-04-27,1944,4,27,41954.2
1389,1944-04-28,1944,4,28,41952.6
1390,1944-05-01,1944,5,1,41951.0
1391,1944-05-02,1944,5,2,41959.0
1392,1944-05-03,1944,5,3,41967.0
1393,1944-05-04,1944,5,4,41975.0
1394,1944-05-05,1944,5,5,41983.0
1395,1944-05-08,1944,5,8,41991.0
1396,1944-05-09,1944,5,9,41999.0
1397,1944-05-10,1944,5,10,42007.0
1398,1944-05-11,1944,5,11,42015.0
1399,1944-05-12,1944,5,12,42023.0
1400,1944-05-15,1944,5,15,42031.0
1401,1944-05-16,1944,5,16,42039.0
1402,1944-05-17,1944,5,17,42047.0
1403,1944-05-18,1944,5,18,42055.0
1404,1944-05-19,1944,5,19,42063.0
1405,1944-05-22,1944,5,22,42071.0
1406,1944-05-23,1944,5,23,42079.0
1407,1944-05-24,1944,5,24,42087.0
1408,1944-05-25,1944,5,25,42095.0
1409,1944-05-26,1944,5,26,42103.0
1410,1944-05-29,1944,5,29,42111.0
1411,1944-05-30,1944,5,30,42119.0
1412,1944-05-31,1944,5,31,42127.0
1413,1944-06-01,1944,6,1,42135.0
1414,1944-06-02,1944,6,2,42129.90909090909
1415,1944-06-05,1944,6,5,42124.818181818184
1416,1944-06-06,1944,6,6,42119.72727272727
1417,1944-06-07,1944,6,7,42114.63636363636
1418,1944-06-08,1944,6,8,42109.545454545456
1419,1944-06-09,1944,6,9,42104.454545454544
1420,1944-06-12,1944,6,12,42099.36363636364
1421,1944-06-13,1944,6,13,42094.27272727273
1422,1944-06-14,1944,6,14,42089.181818181816
1423,1944-06-15,1944,6,15,42084.09090909091
1424,1944-06-16,1944,6,16,42079.0
1425,1944-06-19,1944,6,19,42073.90909090909
1426,1944-06-20,1944,6,20,42068.818181818184
1427,1944-06-21,1944,6,21,42063.72727272727
1428,1944-06-22,1944,6,22,42058.63636363636
1429,1944-06-23,1944,6,23,42053.545454545456
1430,1944-06-26,1944,6,26,42048.454545454544
1431,1944-06-27,1944,6,27,42043.36363636364
1432,1944-06-28,1944,6,28,42038.27272727273
1433,1944-06-29,1944,6,29,42033.181818181816
1434,1944-06-30,1944,6,30,42028.09090909091
1435,1944-07-03,1944,7,3,42023.0
1436,1944-07-04,1944,7,4,42020.142857142855
1437,1944-07-05,1944,7,5,42017.28571428572
1438,1944-07-06,1944,7,6,42014.42857142857
1439,1944-07-07,1944,7,7,42011.57142857143
1440,1944-07-10,1944,7,10,42008.71428571428
1441,1944-07-11,1944,7,11,42005.857142857145
1442,1944-07-12,1944,7,12,42003.0
1443,1944-07-13,1944,7,13,42000.142857142855
1444,1944-07-14,1944,7,14,41997.28571428572
1445,1944-07-17,1944,7,17,41994.42857142857
1446,1944-07-18,1944,7,18,41991.57142857143
1447,1944-07-19,1944,7,19,41988.71428571428
1448,1944-07-20,1944,7,20,41985.857142857145
1449,1944-07-21,1944,7,21,41983.0
1450,1944-07-24,1944,7,24,41980.142857142855
1451,1944-07-25,1944,7,25,41977.28571428572
1452,1944-07-26,1944,7,26,41974.42857142857
1453,1944-07-27,1944,7,27,41971.57142857143
1454,1944-07-28,1944,7,28,41968.71428571428
1455,1944-07-31,1944,7,31,41965.857142857145
1456,1944-08-01,1944,8,1,41963.0
1457,1944-08-02,1944,8,2,41958.30434782609
1458,1944-08-03,1944,8,3,41953.608695652176
1459,1944-08-04,1944,8,4,41948.913043478264
1460,1944-08-07,1944,8,7,41944.217391304344
1461,1944-08-08,1944,8,8,41939.52173913043
1462,1944-08-09,1944,8,9,41934.82608695652
1463,1944-08-10,1944,8,10,41930.13043478261
1464,1944-08-11,1944,8,11,41925.434782608696
1465,1944-08-14,1944,8,14,41920.739130434784
1466,1944-08-15,1944,8,15,41916.04347826087
1467,1944-08-16,1944,8,16,41911.34782608696
1468,1944-08-17,1944,8,17,41906.65217391304
1469,1944-08-18,1944,8,18,41901.95652173913
1470,1944-08-21,1944,8,21,41897.260869565216
1471,1944-08-22,1944,8,22,41892.565217391304
1472,1944-08-23,1944,8,23,41887.86956521739
1473,1944-08-24,1944,8,24,41883.17391304348
1474,1944-08-25,1944,8,25,41878.47826086957
1475,1944-08-28,1944,8,28,41873.782608695656
1476,1944-08-29,1944,8,29,41869.086956521736
1477,1944-08-30,1944,8,30,41864.391304347824
1478,1944-08-31,1944,8,31,41859.69565217391
1479,1944-09-01,1944,9,1,41855.0
1480,1944-09-04,1944,9,4,41850.380952380954
1481,1944-09-05,1944,9,5,41845.76190476191
1482,1944-09-06,1944,9,6,41841.142857142855
1483,1944-09-07,1944,9,7,41836.52380952381
1484,1944-09-08,1944,9,8,41831.90476190476
1485,1944-09-11,1944,9,11,41827.28571428572
1486,1944-09-12,1944,9,12,41822.666666666664
1487,1944-09-13,1944,9,13,41818.04761904762
1488,1944-09-14,1944,9,14,41813.42857142857
1489,1944-09-15,1944,9,15,41808.80952380953
1490,1944-09-18,1944,9,18,41804.19047619047
1491,1944-09-19,1944,9,19,41799.57142857143
1492,1944-09-20,1944,9,20,41794.95238095238
1493,1944-09-21,1944,9,21,41790.333333333336
1494,1944-09-22,1944,9,22,41785.71428571428
1495,1944-09-25,1944,9,25,41781.09523809524
1496,1944-09-26,1944,9,26,41776.47619047619
1497,1944-09-27,1944,9,27,41771.857142857145
1498,1944-09-28,1944,9,28,41767.23809523809
1499,1944-09-29,1944,9,29,41762.619047619046
1500,1944-10-02,1944,10,2,41758.0
1501,1944-10-03,1944,10,3,41759.90909090909
1502,1944-10-04,1944,10,4,41761.818181818184
1503,1944-10-05,1944,10,5,41763.72727272727
1504,1944-10-06,1944,10,6,41765.63636363636
1505,1944-10-09,1944,10,9,41767.545454545456
1506,1944-10-10,1944,10,10,41769.454545454544
1507,1944-10-11,1944,10,11,41771.36363636364
1508,1944-10-12,1944,10,12,41773.27272727273
1509,1944-10-13,1944,10,13,41775.181818181816
1510,1944-10-16,1944,10,16,41777.09090909091
1511,1944-10-17,1944,10,17,41779.0
1512,1944-10-18,1944,10,18,41780.90909090909
1513,1944-10-19,1944,10,19,41782.818181818184
1514,1944-10-20,1944,10,20,41784.72727272727
1515,1944-10-23,1944,10,23,41786.63636363636
1516,1944-10-24,1944,10,24,41788.545454545456
1517,1944-10-25,1944,10,25,41790.454545454544
1518,1944-10-26,1944,10,26,41792.36363636364
1519,1944-10-27,1944,10,27,41794.27272727273
1520,1944-10-30,1944,10,30,41796.181818181816
1521,1944-10-31,1944,10,31,41798.09090909091
1522,1944-11-01,1944,11,1,41800.0
1523,1944-11-02,1944,11,2,41823.63636363636
1524,1944-11-03,1944,11,3,41847.27272727273
1525,1944-11-06,1944,11,6,41870.90909090909
1526,1944-11-07,1944,11,7,41894.545454545456
1527,1944-11-08,1944,11,8,41918.181818181816
1528,1944-11-09,1944,11,9,41941.818181818184
1529,1944-11-10,1944,11,10,41965.454545454544
1530,1944-11-13,1944,11,13,41989.09090909091
1531,1944-11-14,1944,11,14,42012.72727272727
1532,1944-11-15,1944,11,15,42036.36363636364
1533,1944-11-16,1944,11,16,42060.0
1534,1944-11-17,1944,11,17,42083.63636363636
1535,1944-11-20,1944,11,20,42107.27272727273
1536,1944-11-21,1944,11,21,42130.90909090909
1537,1944-11-22,1944,11,22,42154.545454545456
1538,1944-11-23,1944,11,23,42178.181818181816
1539,1944-11-24,1944,11,24,42201.818181818184
1540,1944-11-27,1944,11,27,42225.454545454544
1541,1944-11-28,1944,11,28,42249.09090909091
1542,1944-11-29,1944,11,29,42272.72727272727
1543,1944-11-30,1944,11,30,42296.36363636364
1544,1944-12-01,1944,12,1,42320.0
1545,1944-12-04,1944,12,4,42278.28571428572
1546,1944-12-05,1944,12,5,42236.57142857143
1547,1944-12-06,1944,12,6,42194.857142857145
1548,1944-12-07,1944,12,7,42153.142857142855
1549,1944-12-08,1944,12,8,42111.42857142857
1550,1944-12-11,1944,12,11,42069.71428571428
1551,1944-12-12,1944,12,12,42028.0
1552,1944-12-13,1944,12,13,41986.28571428572
1553,1944-12-14,1944,12,14,41944.57142857143
1554,1944-12-15,1944,12,15,41902.857142857145
1555,1944-12-18,1944,12,18,41861.142857142855
1556,1944-12-19,1944,12,19,41819.42857142857
1557,1944-12-20,1944,12,20,41777.71428571428
1558,1944-12-21,1944,12,21,41736.0
1559,1944-12-22,1944,12,22,41694.28571428572
1560,1944-12-25,1944,12,25,41652.57142857143
1561,1944-12-26,1944,12,26,41610.857142857145
1562,1944-12-27,1944,12,27,41569.142857142855
1563,1944-12-28,1944,12,28,41527.42857142857
1564,1944-12-29,1944,12,29,41485.71428571428
1565,1945-01-01,1945,1,1,41444.0
1566,1945-01-02,1945,1,2,41447.13043478261
1567,1945-01-03,1945,1,3,41450.260869565216
1568,1945-01-04,1945,1,4,41453.391304347824
1569,1945-01-05,1945,1,5,41456.52173913043
1570,1945-01-08,1945,1,8,41459.65217391304
1571,1945-01-09,1945,1,9,41462.782608695656
1572,1945-01-10,1945,1,10,41465.913043478264
1573,1945-01-11,1945,1,11,41469.04347826087
1574,1945-01-12,1945,1,12,41472.17391304348
1575,1945-01-15,1945,1,15,41475.30434782609
1576,1945-01-16,1945,1,16,41478.434782608696
1577,1945-01-17,1945,1,17,41481.565217391304
1578,1945-01-18,1945,1,18,41484.69565217391
1579,1945-01-19,1945,1,19,41487.82608695652
1580,1945-01-22,1945,1,22,41490.95652173913
1581,1945-01-23,1945,1,23,41494.086956521736
1582,1945-01-24,1945,1,24,41497.217391304344
1583,1945-01-25,1945,1,25,41500.34782608696
1584,1945-01-26,1945,1,26,41503.47826086957
1585,1945-01-29,1945,1,29,41506.608695652176
1586,1945-01-30,1945,1,30,41509.739130434784
1587,1945-01-31,1945,1,31,41512.86956521739
1588,1945-02-01,1945,2,1,41516.0
1589,1945-02-02,1945,2,2,41522.85
1590,1945-02-05,1945,2,5,41529.7
1591,1945-02-06,1945,2,6,41536.55
1592,1945-02-07,1945,2,7,41543.4
1593,1945-02-08,1945,2,8,41550.25
1594,1945-02-09,1945,2,9,41557.1
1595,1945-02-12,1945,2,12,41563.95
1596,1945-02-13,1945,2,13,41570.8
1597,1945-02-14,1945,2,14,41577.65
1598,1945-02-15,1945,2,15,41584.5
1599,1945-02-16,1945,2,16,41591.35
1600,1945-02-19,1945,2,19,41598.2
1601,1945-02-20,1945,2,20,41605.05
1602,1945-02-21,1945,2,21,41611.9
1603,1945-02-22,1945,2,22,41618.75
1604,1945-02-23,1945,2,23,41625.6
1605,1945-02-26,1945,2,26,41632.45
1606,1945-02-27,1945,2,27,41639.3
1607,1945-02-28,1945,2,28,41646.15
1608,1945-03-01,1945,3,1,41653.0
1609,1945-03-02,1945,3,2,41641.181818181816
1610,1945-03-05,1945,3,5,41629.36363636364
1611,1945-03-06,1945,3,6,41617.545454545456
1612,1945-03-07,1945,3,7,41605.72727272727
1613,1945-03-08,1945,3,8,41593.90909090909
1614,1945-03-09,1945,3,9,41582.09090909091
1615,1945-03-12,1945,3,12,41570.27272727273
1616,1945-03-13,1945,3,13,41558.454545454544
1617,1945-03-14,1945,3,14,41546.63636363636
1618,1945-03-15,1945,3,15,41534.818181818184
1619,1945-03-16,1945,3,16,41523.0
1620,1945-03-19,1945,3,19,41511.181818181816
1621,1945-03-20,1945,3,20,41499.36363636364
1622,1945-03-21,1945,3,21,41487.545454545456
1623,1945-03-22,1945,3,22,41475.72727272727
1624,1945-03-23,1945,3,23,41463.90909090909
1625,1945-03-26,1945,3,26,41452.09090909091
1626,1945-03-27,1945,3,27,41440.27272727273
1627,1945-03-28,1945,3,28,41428.454545454544
1628,1945-03-29,1945,3,29,41416.63636363636
1629,1945-03-30,1945,3,30,41404.818181818184
1630,1945-04-02,1945,4,2,41393.0
1631,1945-04-03,1945,4,3,41386.142857142855
1632,1945-04-04,1945,4,4,41379.28571428572
1633,1945-04-05,1945,4,5,41372.42857142857
1634,1945-04-06,1945,4,6,41365.57142857143
1635,1945-04-09,1945,4,9,41358.71428571428
1636,1945-04-10,1945,4,10,41351.857142857145
1637,1945-04-11,1945,4,11,41345.0
1638,1945-04-12,1945,4,12,41338.142857142855
1639,1945-04-13,1945,4,13,41331.28571428572
1640,1945-04-16,1945,4,16,41324.42857142857
1641,1945-04-17,1945,4,17,41317.57142857143
1642,1945-04-18,1945,4,18,41310.71428571428
1643,1945-04-19,1945,4,19,41303.857142857145
1644,1945-04-20,1945,4,20,41297.0
1645,1945-04-23,1945,4,23,41290.142857142855
1646,1945-04-24,1945,4,24,41283.28571428572
1647,1945-04-25,1945,4,25,41276.42857142857
1648,1945-04-26,1945,4,26,41269.57142857143
1649,1945-04-27,1945,4,27,41262.71428571428
1650,1945-04-30,1945,4,30,41255.857142857145
1651,1945-05-01,1945,5,1,41249.0
1652,1945-05-02,1945,5,2,41250.17391304348
1653,1945-05-03,1945,5,3,41251.34782608696
1654,1945-05-04,1945,5,4,41252.52173913043
1655,1945-05-07,1945,5,7,41253.69565217391
1656,1945-05-08,1945,5,8,41254.86956521739
1657,1945-05-09,1945,5,9,41256.04347826087
1658,1945-05-10,1945,5,10,41257.217391304344
1659,1945-05-11,1945,5,11,41258.391304347824
1660,1945-05-14,1945,5,14,41259.565217391304
1661,1945-05-15,1945,5,15,41260.739130434784
1662,1945-05-16,1945,5,16,41261.913043478264
1663,1945-05-17,1945,5,17,41263.086956521736
1664,1945-05-18,1945,5,18,41264.260869565216
1665,1945-05-21,1945,5,21,41265.434782608696
1666,1945-05-22,1945,5,22,41266.608695652176
1667,1945-05-23,1945,5,23,41267.782608695656
1668,1945-05-24,1945,5,24,41268.95652173913
1669,1945-05-25,1945,5,25,41270.13043478261
1670,1945-05-28,1945,5,28,41271.30434782609
1671,1945-05-29,1945,5,29,41272.47826086957
1672,1945-05-30,1945,5,30,41273.65217391304
1673,1945-05-31,1945,5,31,41274.82608695652
1674,1945-06-01,1945,6,1,41276.0
1675,1945-06-04,1945,6,4,41258.52380952381
1676,1945-06-05,1945,6,5,41241.04761904762
1677,1945-06-06,1945,6,6,41223.57142857143
1678,1945-06-07,1945,6,7,41206.09523809524
1679,1945-06-08,1945,6,8,41188.619047619046
1680,1945-06-11,1945,6,11,41171.142857142855
1681,1945-06-12,1945,6,12,41153.666666666664
1682,1945-06-13,1945,6,13,41136.19047619047
1683,1945-06-14,1945,6,14,41118.71428571428
1684,1945-06-15,1945,6,15,41101.23809523809
1685,1945-06-18,1945,6,18,41083.76190476191
1686,1945-06-19,1945,6,19,41066.28571428572
1687,1945-06-20,1945,6,20,41048.80952380953
1688,1945-06-21,1945,6,21,41031.333333333336
1689,1945-06-22,1945,6,22,41013.857142857145
1690,1945-06-25,1945,6,25,40996.380952380954
1691,1945-06-26,1945,6,26,40978.90476190476
1692,1945-06-27,1945,6,27,40961.42857142857
1693,1945-06-28,1945,6,28,40943.95238095238
1694,1945-06-29,1945,6,29,40926.47619047619
1695,1945-07-02,1945,7,2,40909.0
1696,1945-07-03,1945,7,3,40892.40909090909
1697,1945-07-04,1945,7,4,40875.818181818184
1698,1945-07-05,1945,7,5,40859.22727272727
1699,1945-07-06,1945,7,6,40842.63636363636
1700,1945-07-09,1945,7,9,40826.045454545456
1701,1945-07-10,1945,7,10,40809.454545454544
1702,1945-07-11,1945,7,11,40792.86363636364
1703,1945-07-12,1945,7,12,40776.27272727273
1704,1945-07-13,1945,7,13,40759.681818181816
1705,1945-07-16,1945,7,16,40743.09090909091
1706,1945-07-17,1945,7,17,40726.5
1707,1945-07-18,1945,7,18,40709.90909090909
1708,1945-07-19,1945,7,19,40693.318181818184
1709,1945-07-20,1945,7,20,40676.72727272727
1710,1945-07-23,1945,7,23,40660.13636363636
1711,1945-07-24,1945,7,24,40643.545454545456
1712,1945-07-25,1945,7,25,40626.954545454544
1713,1945-07-26,1945,7,26,40610.36363636364
1714,1945-07-27,1945,7,27,40593.77272727273
1715,1945-07-30,1945,7,30,40577.181818181816
1716,1945-07-31,1945,7,31,40560.59090909091
1717,1945-08-01,1945,8,1,40544.0
1718,1945-08-02,1945,8,2,40462.95652173913
1719,1945-08-03,1945,8,3,40381.913043478264
1720,1945-08-06,1945,8,6,40300.86956521739
1721,1945-08-07,1945,8,7,40219.82608695652
1722,1945-08-08,1945,8,8,40138.782608695656
1723,1945-08-09,1945,8,9,40057.739130434784
1724,1945-08-10,1945,8,10,39976.69565217391
1725,1945-08-13,1945,8,13,39895.65217391304
1726,1945-08-14,1945,8,14,39814.608695652176
1727,1945-08-15,1945,8,15,39733.565217391304
1728,1945-08-16,1945,8,16,39652.52173913043
1729,1945-08-17,1945,8,17,39571.47826086957
1730,1945-08-20,1945,8,20,39490.434782608696
1731,1945-08-21,1945,8,21,39409.391304347824
1732,1945-08-22,1945,8,22,39328.34782608696
1733,1945-08-23,1945,8,23,39247.30434782609
1734,1945-08-24,1945,8,24,39166.260869565216
1735,1945-08-27,1945,8,27,39085.217391304344
1736,1945-08-28,1945,8,28,39004.17391304348
1737,1945-08-29,1945,8,29,38923.13043478261
1738,1945-08-30,1945,8,30,38842.086956521736
1739,1945-08-31,1945,8,31,38761.04347826087
1740,1945-09-03,1945,9,3,38680.0
1741,1945-09-04,1945,9,4,38678.95
1742,1945-09-05,1945,9,5,38677.9
1743,1945-09-06,1945,9,6,38676.85
1744,1945-09-07,1945,9,7,38675.8
1745,1945-09-10,1945,9,10,38674.75
1746,1945-09-11,1945,9,11,38673.7
1747,1945-09-12,1945,9,12,38672.65
1748,1945-09-13,1945,9,13,38671.6
1749,1945-09-14,1945,9,14,38670.55
1750,1945-09-17,1945,9,17,38669.5
1751,1945-09-18,1945,9,18,38668.45
1752,1945-09-19,1945,9,19,38667.4
1753,1945-09-20,1945,9,20,38666.35
1754,1945-09-21,1945,9,21,38665.3
1755,1945-09-24,1945,9,24,38664.25
1756,1945-09-25,1945,9,25,38663.2
1757,1945-09-26,1945,9,26,38662.15
1758,1945-09-27,1945,9,27,38661.1
1759,1945-09-28,1945,9,28,38660.05
1760,1945-10-01,1945,10,1,38659.0
1761,1945-10-02,1945,10,2,38678.608695652176
1762,1945-10-03,1945,10,3,38698.217391304344
1763,1945-10-04,1945,10,4,38717.82608695652
1764,1945-10-05,1945,10,5,38737.434782608696
1765,1945-10-08,1945,10,8,38757.04347826087
1766,1945-10-09,1945,10,9,38776.65217391304
1767,1945-10-10,1945,10,10,38796.260869565216
1768,1945-10-11,1945,10,11,38815.86956521739
1769,1945-10-12,1945,10,12,38835.47826086957
1770,1945-10-15,1945,10,15,38855.086956521736
1771,1945-10-16,1945,10,16,38874.69565217391
1772,1945-10-17,1945,10,17,38894.30434782609
1773,1945-10-18,1945,10,18,38913.913043478264
1774,1945-10-19,1945,10,19,38933.52173913043
1775,1945-10-22,1945,10,22,38953.13043478261
1776,1945-10-23,1945,10,23,38972.739130434784
1777,1945-10-24,1945,10,24,38992.34782608696
1778,1945-10-25,1945,10,25,39011.95652173913
1779,1945-10-26,1945,10,26,39031.565217391304
1780,1945-10-29,1945,10,29,39051.17391304348
1781,1945-10-30,1945,10,30,39070.782608695656
1782,1945-10-31,1945,10,31,39090.391304347824
1783,1945-11-01,1945,11,1,39110.0
1784,1945-11-02,1945,11,2,39136.454545454544
1785,1945-11-05,1945,11,5,39162.90909090909
1786,1945-11-06,1945,11,6,39189.36363636364
1787,1945-11-07,1945,11,7,39215.818181818184
1788,1945-11-08,1945,11,8,39242.27272727273
1789,1945-11-09,1945,11,9,39268.72727272727
1790,1945-11-12,1945,11,12,39295.181818181816
1791,1945-11-13,1945,11,13,39321.63636363636
1792,1945-11-14,1945,11,14,39348.09090909091
1793,1945-11-15,1945,11,15,39374.545454545456
1794,1945-11-16,1945,11,16,39401.0
1795,1945-11-19,1945,11,19,39427.454545454544
1796,1945-11-20,1945,11,20,39453.90909090909
1797,1945-11-21,1945,11,21,39480.36363636364
1798,1945-11-22,1945,11,22,39506.818181818184
1799,1945-11-23,1945,11,23,39533.27272727273
1800,1945-11-26,1945,11,26,39559.72727272727
1801,1945-11-27,1945,11,27,39586.181818181816
1802,1945-11-28,1945,11,28,39612.63636363636
1803,1945-11-29,1945,11,29,39639.09090909091
1804,1945-11-30,1945,11,30,39665.545454545456
